ISEQ_ID,Date_ISEQ,Price_ISEQ,Open_ISEQ,High_ISEQ,Low_ISEQ,Vol_Mil_ISEQ,ChangePercent_ISEQ
371,2018-03-16,6693.94,6707.76,6724.34,6680.18,35.33,-0.21
372,2018-03-15,6707.76,6674.92,6709.28,6654.38,21.23,0.46
373,2018-03-14,6677.25,6676.25,6714.55,6666.16,20.55,0.01
374,2018-03-13,6676.25,6738.97,6738.97,6675.12,21.98,-0.93
375,2018-03-12,6738.97,6744.94,6787.46,6721.94,22.58,-0.09
376,2018-03-09,6744.94,6753.49,6759.83,6729.45,15.3,-0.13
377,2018-03-08,6753.49,6706.95,6753.49,6686.5,23.34,0.25
378,2018-03-07,6736.55,6701.02,6736.55,6665.54,27.29,0.53
379,2018-03-06,6701.02,6611.86,6750.27,6611.86,23.85,1.35
380,2018-03-05,6611.86,6668.24,6668.24,6469.04,21.71,-0.85
381,2018-03-01,6668.24,6681.49,6729.27,6647.84,13.01,-0.23
382,2018-02-28,6683.39,6730.58,6730.58,6673.29,20.8,-0.7
383,2018-02-27,6730.58,6738.27,6764.86,6708.76,19.32,-0.11
384,2018-02-26,6738.27,6722.27,6756.74,6719.06,15.1,0.24
385,2018-02-23,6722.27,6772.76,6772.76,6715.89,20.36,-0.75
386,2018-02-22,6772.76,6791.34,6791.34,6727.47,17.22,-0.27
387,2018-02-21,6791.34,6815.71,6815.71,6748.11,19.99,-0.36
388,2018-02-20,6815.71,6797.74,6836.5,6768.96,27.45,0.26
389,2018-02-19,6797.74,6833.41,6863.97,6784.8,10.37,-0.52
390,2018-02-16,6833.41,6778.12,6852.54,6778.12,18.38,0.82
391,2018-02-15,6778.12,6722.75,6792.13,6720.46,45.62,0.82
392,2018-02-14,6722.75,6700.01,6723.03,6636.04,29.15,0.34
393,2018-02-13,6700.01,6677.91,6710.29,6639.02,23.14,0.33
394,2018-02-12,6677.91,6599.67,6716.9,6599.67,21.3,1.19
395,2018-02-09,6599.67,6650.86,6687.48,6570.87,28.76,-0.77
396,2018-02-08,6650.86,6753.19,6766.1,6645.48,32.98,-1.52
397,2018-02-07,6753.19,6658.71,6785.74,6622.4,28.76,1.42
398,2018-02-06,6658.71,6754.74,6754.74,6585.33,31.93,-1.42
399,2018-02-05,6754.74,6885.23,6885.23,6720.4,41.26,-1.9
400,2018-02-02,6885.23,6946.32,6954.4,6874.93,37.61,-0.88
401,2018-02-01,6946.32,6961.56,7004.04,6921.62,44.56,-0.22
402,2018-01-31,6961.64,6983.47,7026.46,6959.95,22.88,-0.31
403,2018-01-30,6983.47,7059.28,7059.28,6968.8,26.03,-1.07
404,2018-01-29,7059.28,7098.63,7109.82,7059.08,14.76,-0.55
405,2018-01-26,7098.63,7033.76,7101.04,7033.76,15.64,0.92
406,2018-01-25,7033.76,7156.4,7173.22,7022.9,29.93,-1.71
407,2018-01-24,7156.4,7235.11,7245.9,7156.26,29.76,-1.09
408,2018-01-23,7235.11,7157.5,7257.41,7157.5,35.36,1.08
409,2018-01-22,7157.5,7157.12,7171.18,7128.81,19.95,0.01
410,2018-01-19,7157.12,7073.37,7157.12,7061.14,51.55,1.18
411,2018-01-18,7073.37,7051.74,7090.23,7039.91,23.02,0.31
412,2018-01-17,7051.74,7066.95,7080.81,7018.53,28.06,-0.22
413,2018-01-16,7066.95,7092.67,7099.38,7054.87,19.61,-0.36
414,2018-01-15,7092.67,7074.44,7092.67,7025.51,16.66,0.26
415,2018-01-12,7074.44,7041.04,7084.6,7016.09,24.49,0.47
416,2018-01-11,7041.04,7102.23,7105.97,7017.85,41.99,-0.86
417,2018-01-10,7102.23,7178.92,7185.77,7061.86,22.61,-1.07
418,2018-01-09,7178.92,7184.09,7223.07,7153.84,60.87,-0.07
419,2018-01-08,7184.09,7174.14,7189.92,7152.54,27.07,0.14
420,2018-01-05,7174.14,7126.57,7178.18,7102.65,38.75,0.67
421,2018-01-04,7126.57,7070.69,7126.57,7070.22,28.57,0.78
422,2018-01-03,7071.23,7054.55,7089.51,7044.97,19.29,0.24
423,2018-01-02,7054.55,7038.28,7061.56,7021.69,16.84,0.23
424,2017-12-29,7038.28,7051.38,7051.38,7021.98,6.96,-0.19
425,2017-12-28,7051.38,7027.82,7051.38,7007.45,9.2,0.34
426,2017-12-27,7027.82,7016.24,7030.51,6990.88,8.77,0.17
427,2017-12-22,7016.24,7011.22,7043.78,7000.26,13.83,0.07
428,2017-12-21,7011.22,6980.9,7011.22,6955.48,18.28,0.43
429,2017-12-20,6980.9,6998.82,7014.48,6963.93,22.68,-0.26
430,2017-12-19,6998.82,6955.52,7010.59,6944.45,21.41,0.62
431,2017-12-18,6955.52,6912.76,6982.44,6912.76,39,0.62
432,2017-12-15,6912.76,6968.88,6999.24,6912.76,53.39,-0.81
433,2017-12-14,6968.88,7014.27,7014.27,6957.7,22.58,-0.65
434,2017-12-13,7014.27,7020.84,7040.77,7006.15,19.44,-0.09
435,2017-12-12,7020.84,7021.52,7034.09,7001,18.14,-0.01
436,2017-12-11,7021.52,7067.17,7067.17,7010.21,16.94,-0.65
437,2017-12-08,7067.17,6994.64,7081.96,6994.64,19.98,1.04
438,2017-12-07,6994.64,6972.57,7019.8,6972.57,15.12,0.32
439,2017-12-06,6972.57,6957.05,6978.07,6915.1,20.49,0.22
440,2017-12-05,6957.05,6954.8,6983.04,6928.1,23.13,0.03
441,2017-12-04,6954.8,6862.19,6988.09,6862.19,22.48,1.35
442,2017-12-01,6862.19,6867.67,6923.29,6845.98,27.8,-0.08
443,2017-11-30,6867.67,6911.61,6938.46,6862.94,126.41,-0.66
444,2017-11-29,6913.23,6874.93,6946.88,6874.93,28.67,0.56
445,2017-11-28,6874.93,6863.8,6884.16,6848.67,18.3,0.16
446,2017-11-27,6863.8,6875.41,6910.3,6849.01,23.79,-0.17
447,2017-11-24,6875.41,6855.15,6876.23,6831.44,12.65,0.3
448,2017-11-23,6855.15,6879.92,6883.68,6843.94,22.01,-0.36
449,2017-11-22,6879.92,6922.38,6939.74,6879.27,35.84,-0.61
450,2017-11-21,6922.38,6941.25,6967.65,6920.66,20.2,0.11
451,2017-11-20,6914.97,6896.27,6953.06,6885.71,18.63,0.27
452,2017-11-17,6896.27,6839.53,6896.27,6838.1,17.62,0.83
453,2017-11-16,6839.53,6724.17,6847.25,6724.17,20.03,1.71
454,2017-11-15,6724.27,6758.21,6763.28,6684.63,20.19,-0.5
455,2017-11-14,6758.21,6789.1,6813.96,6746.17,31.69,-0.45
456,2017-11-13,6789.1,6877.14,6888.84,6768.17,18.35,-1.28
457,2017-11-10,6877.14,6921.4,6947.26,6877.14,15.87,-0.64
458,2017-11-09,6921.4,6963.48,6985.02,6907.57,29.21,-0.6
459,2017-11-08,6963.48,6904.86,6965.31,6904.86,31.94,0.85
460,2017-11-07,6904.86,6967.47,6996.28,6904.86,15.62,-0.9
461,2017-11-06,6967.47,6984.3,6993.36,6951.98,17.72,-0.24
462,2017-11-03,6984.3,6965.72,6984.3,6936.57,16.16,0.27
463,2017-11-02,6965.72,7009.28,7034.53,6930.41,15.72,-0.64
464,2017-11-01,7010.59,6972.73,7049.24,6972.73,36.7,0.54
465,2017-10-31,6972.73,6912.11,6978.69,6912.11,22.07,0.88
466,2017-10-30,6912.11,6901.33,6920.23,6874.12,16.93,0.16
467,2017-10-27,6901.33,6850.92,6908.86,6835.25,24.06,0.74
468,2017-10-26,6850.92,6721.37,6850.92,6712.83,33.49,1.93
469,2017-10-25,6721.37,6779.5,6779.5,6711.56,39.6,-0.86
470,2017-10-24,6779.5,6824.68,6828.16,6768.97,24.47,-0.66
471,2017-10-23,6824.68,6789.78,6847.83,6786.6,17.76,0.51
472,2017-10-20,6789.78,6747.46,6827.16,6742.96,22.37,0.63
473,2017-10-19,6747.46,6773.58,6773.58,6688.55,20.8,-0.39
474,2017-10-18,6773.58,6784.84,6805.12,6769.36,30.22,-0.17
475,2017-10-17,6784.84,6813.52,6813.52,6768.94,27.89,-0.42
476,2017-10-16,6813.52,6837.22,6863.88,6801.25,27.62,-0.35
477,2017-10-13,6837.22,6820.31,6855.13,6816.81,37.04,0.25
478,2017-10-12,6820.31,6814.48,6846.11,6814.48,25.09,0.05
479,2017-10-11,6816.63,6810.28,6829.19,6797.89,20.49,0.09
480,2017-10-10,6810.28,6817.57,6848.1,6789.31,23.14,-0.11
481,2017-10-09,6817.57,6859.5,6893.82,6816.35,19.92,-0.61
482,2017-10-06,6859.5,6904.92,6910.24,6825.19,22.07,-0.66
483,2017-10-05,6904.92,6942.09,6946.99,6899.25,33.75,-0.54
484,2017-10-04,6942.12,6912.58,6948.52,6895.49,39.86,0.43
485,2017-10-03,6912.58,6879.19,6912.58,6871.87,25.17,0.49
486,2017-10-02,6879.19,6881.75,6903.46,6849.35,25.49,-0.04
487,2017-09-29,6881.75,6826.35,6888.22,6821.18,29.64,0.81
488,2017-09-28,6826.35,6788.25,6828.73,6765.1,23.75,0.47
489,2017-09-27,6794.33,6698.78,6794.42,6698.78,32.37,1.43
490,2017-09-26,6698.78,6711.68,6724.15,6676.11,32.92,-0.19
491,2017-09-25,6711.68,6700.17,6717.02,6672.62,14.59,0.17
492,2017-09-22,6700.17,6719.98,6746.52,6691.85,16.07,-0.29
493,2017-09-21,6719.98,6665.02,6763.16,6665.02,27.28,0.82
494,2017-09-20,6665.5,6683.27,6696.99,6662.08,25.09,-0.27
495,2017-09-19,6683.27,6681.56,6708.6,6658.63,31.27,0.03
496,2017-09-18,6681.56,6675.09,6693.13,6653.66,18.96,0.1
497,2017-09-15,6675.09,6697.31,6697.31,6634.47,83.62,-0.33
498,2017-09-14,6697.31,6733.64,6744.43,6663.13,27.49,-0.54
499,2017-09-13,6733.8,6724.84,6739.52,6711.76,22.52,0.13
500,2017-09-12,6724.84,6699.25,6731.04,6690.24,37.53,0.38
501,2017-09-11,6699.25,6681.82,6732.15,6681.82,12.55,0.26
502,2017-09-08,6681.82,6659.03,6684.83,6635.63,20.9,0.34
503,2017-09-07,6659.03,6655.77,6691.54,6648.7,20.3,-0.11
504,2017-09-06,6666.26,6687.83,6688.38,6644.7,24.19,-0.32
505,2017-09-05,6687.83,6676.38,6717.97,6666.78,16.92,0.17
506,2017-09-04,6676.38,6709.23,6709.23,6670.75,12.81,-0.49
507,2017-09-01,6709.23,6621.19,6710.84,6621.19,10.92,1.33
508,2017-08-31,6621.19,6549.29,6635.64,6549.29,18.39,1.08
509,2017-08-30,6550.71,6514.65,6560.71,6514.65,16.79,0.55
510,2017-08-29,6514.65,6603.14,6622.19,6492.12,18.08,-1.34
511,2017-08-28,6603.14,6643.52,6647.69,6603.14,4.06,-0.61
512,2017-08-25,6643.52,6715.61,6727.89,6634.29,10.85,-1.07
513,2017-08-24,6715.61,6654.36,6741.59,6654.36,19.49,0.84
514,2017-08-23,6659.53,6734.68,6744,6645.53,20.68,-1.12
515,2017-08-22,6734.68,6674.15,6734.68,6674.15,10.69,0.91
516,2017-08-21,6674.15,6705.26,6719.37,6661.1,9.19,-0.46
517,2017-08-18,6705.26,6785.91,6785.91,6673.74,14.3,-1.19
518,2017-08-17,6785.91,6853.23,6855.3,6770.77,25.39,-0.98
519,2017-08-16,6853.23,6783.21,6883.39,6783.21,16.53,1.03
520,2017-08-15,6783.21,6673.31,6783.21,6673.31,21.54,1.65
521,2017-08-14,6673.31,6581.16,6673.31,6578.87,17.65,1.4
522,2017-08-11,6581.16,6618.65,6618.65,6545.78,33.54,-0.57
523,2017-08-10,6618.65,6623.77,6658.91,6611.05,15.8,-0.08
524,2017-08-09,6623.77,6675.45,6675.45,6594.12,15.94,-0.77
525,2017-08-08,6675.45,6685.9,6687.14,6640.87,12.11,-0.16
526,2017-08-07,6685.9,6724.39,6724.96,6659.98,9.34,-0.57
527,2017-08-04,6724.39,6647.57,6728.26,6616.46,17.79,1.16
528,2017-08-03,6647.57,6633.56,6668.5,6626.91,25.04,0.21
529,2017-08-02,6633.56,6691.64,6704.39,6617.08,19.76,-0.87
530,2017-08-01,6691.64,6649.39,6712.33,6634.06,16.51,0.64
531,2017-07-31,6649.39,6663.49,6683.63,6634.45,27.06,-0.21
532,2017-07-28,6663.49,6765.44,6765.44,6646.78,17.86,-1.51
533,2017-07-27,6765.44,6731.5,6773.8,6703.92,26.61,0.5
534,2017-07-26,6731.5,6698.65,6755,6695.26,24.04,0.49
535,2017-07-25,6698.65,6647.41,6735.99,6647.41,42.16,0.77
536,2017-07-24,6647.41,6705.49,6713.34,6605.48,24.33,-0.87
537,2017-07-21,6705.49,6775.05,6781.83,6667.56,45.18,-1.03
538,2017-07-20,6775.05,6876.29,6895.34,6758.71,47.31,-1.47
539,2017-07-19,6876.29,6863.03,6893.68,6844.18,14.26,0.19
540,2017-07-18,6863.03,6911.18,6934,6855.31,17.69,-0.7
541,2017-07-17,6911.18,6893.47,6935.11,6881.26,9.65,0.26
542,2017-07-14,6893.47,6902.56,6906.83,6876.92,15.96,-0.13
543,2017-07-13,6902.56,6895.84,6937.74,6891.5,14.2,0.1
544,2017-07-12,6895.84,6842,6912.79,6842,15.58,0.79
545,2017-07-11,6842,6922.24,6930.67,6842,23.63,-1.16
546,2017-07-10,6922.24,6875.2,6927.28,6863.14,11.84,0.68
547,2017-07-07,6875.21,6851.04,6882.04,6830.33,177.39,0.35
548,2017-07-06,6851.04,6926.13,6934.07,6825.67,150.08,-1.09
549,2017-07-05,6926.77,6904.59,6930.76,6876.4,168.44,0.32
550,2017-07-04,6904.59,6875.54,6919.39,6863.27,114.35,0.42
551,2017-07-03,6875.54,6827.62,6881.14,6827.62,130.59,0.7
552,2017-06-30,6827.62,6820.96,6873.3,6794.88,199.93,0.1
553,2017-06-29,6820.96,6852.53,6900.98,6789.06,174.33,-0.46
554,2017-06-28,6852.53,6874.26,6876.71,6795.29,241,-0.32
555,2017-06-27,6874.26,6998.45,6998.45,6863.62,194.03,-1.77
556,2017-06-26,6998.45,6995.57,7045.83,6990.52,78.37,0.04
557,2017-06-23,6995.57,7088.31,7100.41,6981.02,399.55,-1.31
558,2017-06-22,7088.31,7089.69,7096.51,7042.6,208.85,-0.02
559,2017-06-21,7089.69,7095.31,7100.65,7051.17,155.79,-0.08
560,2017-06-20,7095.31,7063.32,7125.05,7063.32,108.98,0.45
561,2017-06-19,7063.32,7016.55,7100.47,7016.55,63.42,0.67
562,2017-06-16,7016.55,6973.11,7016.55,6963.76,167.71,0.62
563,2017-06-15,6973.11,7015.15,7033.68,6942.76,93.12,-0.6
564,2017-06-14,7015.34,6993.86,7061.65,6982.41,152.72,0.31
565,2017-06-13,6993.86,6949.97,7022.27,6949.97,82.47,0.63
566,2017-06-12,6949.97,7003.23,7009.82,6917.63,59.36,-0.76
567,2017-06-09,7003.23,6990.71,7028.76,6956.79,118.83,0.18
568,2017-06-08,6990.71,6964.3,7005.14,6964.3,212.22,0.38
569,2017-06-07,6964.33,6971.89,6995.46,6952.7,215.85,-0.11
570,2017-06-06,6971.89,7044.84,7044.84,6968.34,67.45,-1.04
571,2017-06-02,7044.84,7056.98,7081.19,7037.2,97.72,-0.17
572,2017-06-01,7056.98,6946.47,7056.98,6938.91,152.56,1.59
573,2017-05-31,6946.59,6995.83,7013.18,6932.62,141.33,-0.7
574,2017-05-30,6995.83,6972.3,6998.2,6910.78,126.13,0.34
575,2017-05-29,6972.3,6973.83,6999.22,6960.43,13.37,-0.02
576,2017-05-26,6973.83,6971.76,6982.91,6917.81,44.44,0.03
577,2017-05-25,6971.76,6968.72,7019.83,6946.39,64.73,0
578,2017-05-24,6971.78,6949.3,6978.81,6912.81,116.16,0.32
579,2017-05-23,6949.3,6928.28,6966.13,6922.49,102.52,0.3
580,2017-05-22,6928.28,6930.76,6992.25,6921.61,134.1,-0.04
581,2017-05-19,6930.76,6868.25,6932.13,6867.82,118.37,0.91
582,2017-05-18,6868.25,6894.84,6915.32,6792.46,126.24,-0.39
583,2017-05-17,6894.84,7015.52,7015.52,6890.21,79.52,-1.72
584,2017-05-16,7015.52,7055.93,7061.33,7011.9,41.58,-0.57
585,2017-05-15,7055.93,7034.13,7062.79,7012.88,60.81,0.31
586,2017-05-12,7034.13,7096.58,7122,7034.13,55.14,-0.88
587,2017-05-11,7096.56,7112.6,7139.99,7072.53,65.18,-0.23
588,2017-05-10,7112.6,7140.56,7140.56,7084.28,148.65,-0.39
589,2017-05-09,7140.56,7105.86,7157.43,7102.89,110.99,0.49
590,2017-05-08,7105.86,7146.76,7154.12,7081.44,195.82,-0.57
591,2017-05-05,7146.76,7065.94,7146.76,7061.88,111.84,1.14
592,2017-05-04,7065.94,6988.72,7065.94,6980.1,259.74,1.1
593,2017-05-03,6989.14,6979.36,6994.98,6949.49,60.72,0.14
594,2017-05-02,6979.36,6860.78,6979.36,6847.92,104.99,1.73
595,2017-04-28,6860.78,6878.02,6888.54,6847.56,221.07,-0.25
596,2017-04-27,6878.02,6915.55,6915.55,6859.24,250.27,-0.62
597,2017-04-26,6921.03,6918.69,6924.13,6889.56,309.87,0.03
598,2017-04-25,6918.69,6946.55,6947.66,6900.59,95.94,-0.4
599,2017-04-24,6946.55,6739.31,6947.02,6739.31,327.4,3.08
600,2017-04-21,6739.31,6717.56,6778.58,6710.83,111.61,0.32
601,2017-04-20,6717.56,6692.2,6727.85,6666.78,87.74,0.24
602,2017-04-19,6701.4,6674.84,6732.98,6660.14,102.47,0.4
603,2017-04-18,6674.84,6692.27,6721.95,6674.21,99.31,-0.26
604,2017-04-13,6692.27,6747.68,6747.68,6692.27,120.84,-0.82
605,2017-04-12,6747.68,6716.26,6764.68,6716.26,125.35,0.47
606,2017-04-11,6716.26,6750.78,6758.01,6700.54,135.67,-0.51
607,2017-04-10,6750.78,6712.28,6750.78,6698.36,57.01,0.57
608,2017-04-07,6712.28,6679.52,6720.34,6643.78,96.01,0.49
609,2017-04-06,6679.52,6643.11,6697.77,6581.36,139.12,0.43
610,2017-04-05,6650.63,6621.41,6677.87,6606.86,82.72,0.44
611,2017-04-04,6621.41,6611.27,6641.08,6579.23,96.3,0.15
612,2017-04-03,6611.27,6658.58,6686.16,6606.71,47.17,-0.71
613,2017-03-31,6658.58,6616.98,6658.58,6578.42,125.52,0.63
614,2017-03-30,6616.98,6574.38,6625.16,6566.44,124.02,0.61
615,2017-03-29,6577.03,6586.51,6615.18,6550.21,46.72,-0.14
616,2017-03-28,6586.51,6562.15,6600.62,6560.65,45.93,0.37
617,2017-03-27,6562.15,6612.34,6612.34,6535.98,54.06,-0.76
618,2017-03-24,6612.34,6641.65,6651.51,6596.72,94.35,-0.44
619,2017-03-23,6641.65,6591.79,6661.58,6591.79,76.65,0.76
620,2017-03-22,6591.81,6660.32,6660.32,6571.62,83.06,-1.03
621,2017-03-21,6660.32,6733.22,6753.19,6660.32,58.98,-1.08
622,2017-03-20,6733.22,6714.74,6753.49,6689.95,39.56,0.28
623,2017-03-17,6714.74,6684.08,6730.3,6670.98,104.55,0.46
624,2017-03-16,6684.08,6643.12,6688.34,6643.12,80.2,0.6
625,2017-03-15,6644.15,6617.57,6663.62,6617.57,61.15,0.4
626,2017-03-14,6617.57,6668.58,6668.58,6607.28,72.18,-0.76
627,2017-03-13,6668.58,6678.48,6679.79,6654.66,45.83,-0.15
628,2017-03-10,6678.48,6658.71,6704.46,6655.24,149.42,0.3
629,2017-03-09,6658.71,6609.4,6668,6608.58,141.1,0.34
630,2017-03-08,6636.08,6600.86,6648.03,6583.42,67.74,0.53
631,2017-03-07,6600.86,6658.7,6658.7,6540.91,54.63,-0.87
632,2017-03-06,6658.7,6672.08,6672.08,6639.68,66.92,-0.2
633,2017-03-03,6672.08,6674.43,6697.35,6636.27,84.46,-0.04
634,2017-03-02,6674.43,6703.86,6718.17,6672.6,94.29,-0.46
635,2017-03-01,6705.05,6546.57,6720.96,6546.57,247.21,2.42
636,2017-02-28,6546.57,6528.11,6576.8,6528.11,113.58,0.28
637,2017-02-27,6528.11,6484.39,6532.9,6474.19,45.89,0.67
638,2017-02-24,6484.39,6533.45,6533.45,6445.3,79.2,-0.75
639,2017-02-23,6533.45,6606.69,6625.96,6533.45,102.49,-1.11
640,2017-02-22,6606.69,6626.95,6665.89,6596.69,177.69,-0.31
641,2017-02-21,6626.95,6549.09,6648.5,6537.04,104.2,1.19
642,2017-02-20,6549.09,6540.23,6580.15,6534.43,45.98,0.14
643,2017-02-17,6540.23,6543.53,6554.76,6502.86,101.77,-0.05
644,2017-02-16,6543.53,6556.46,6574.71,6532.72,67.47,-0.2
645,2017-02-15,6556.46,6531.37,6568.56,6496.32,89.65,0.38
646,2017-02-14,6531.37,6550.59,6550.59,6506.08,66.58,-0.29
647,2017-02-13,6550.59,6477.83,6556.71,6477.83,59.6,1.12
648,2017-02-10,6477.83,6477.16,6501.75,6465.34,60.01,0.01
649,2017-02-09,6477.16,6410.86,6477.16,6403.81,140.93,1.03
650,2017-02-08,6410.86,6395.73,6431.96,6369.05,118.94,0.24
651,2017-02-07,6395.73,6448.48,6453.46,6394.7,57.7,-0.82
652,2017-02-06,6448.48,6510.67,6510.67,6438.62,40.81,-0.96
653,2017-02-03,6510.67,6470.8,6535.36,6470.8,96.88,0.62
654,2017-02-02,6470.8,6455.88,6495.98,6447.38,68.4,0.23
655,2017-02-01,6455.96,6392.39,6504.85,6380.89,71.35,0.99
656,2017-01-31,6392.39,6441.43,6461.84,6392.39,74.42,-0.76
657,2017-01-30,6441.43,6530.8,6551.67,6441.43,59.07,-1.42
658,2017-01-27,6534.03,6531.4,6563.85,6504.4,62.73,0.04
659,2017-01-26,6531.4,6574.54,6582.4,6524.58,156.02,-0.66
660,2017-01-25,6574.54,6511.71,6601.74,6511.71,124.07,0.96
661,2017-01-24,6511.71,6596.42,6596.42,6471.83,102.55,-1.28
662,2017-01-23,6596.42,6622.97,6622.97,6578.63,48.04,-0.4
663,2017-01-20,6622.97,6590.34,6622.97,6572.36,61.67,0.5
664,2017-01-19,6590.34,6541.58,6590.34,6539.36,51.41,0.75
665,2017-01-18,6541.58,6570.47,6598.72,6528.56,77.56,-0.44
666,2017-01-17,6570.47,6578.26,6595.29,6528.77,59.83,-0.12
667,2017-01-16,6578.26,6658.95,6658.95,6564.5,53.45,-1.21
668,2017-01-13,6658.95,6605.19,6658.95,6605.19,53.48,0.81
669,2017-01-12,6605.19,6618.35,6642.87,6595.31,88.13,-0.2
670,2017-01-11,6618.35,6601.56,6644.06,6586.57,69.87,0.25
671,2017-01-10,6601.56,6574.49,6613.45,6554.37,60.36,0.41
672,2017-01-09,6574.49,6594.32,6594.32,6538.27,67.82,-0.3
673,2017-01-06,6594.32,6617.76,6623.94,6575.8,43.09,-0.35
674,2017-01-05,6617.76,6579.88,6636.8,6548.41,99.05,0.57
675,2017-01-04,6580.23,6525.07,6580.23,6517.87,132.05,0.85
676,2017-01-03,6525.07,6517.24,6585.56,6506.79,86.2,0.12
677,2016-12-30,6517.24,6509.45,6520.57,6465.04,22.67,0.12
678,2016-12-29,6509.45,6490.69,6512.46,6445.62,32.19,0.29
679,2016-12-28,6490.69,6515.99,6515.99,6480.92,41.31,-0.39
680,2016-12-23,6515.99,6487.66,6516.98,6456,18.3,0.44
681,2016-12-22,6487.66,6449.75,6487.66,6428.54,39.37,0.59
682,2016-12-21,6449.75,6477.67,6486.17,6433.78,63.15,-0.43
683,2016-12-20,6477.67,6494.86,6503.19,6437.46,46.28,-0.26
684,2016-12-19,6494.86,6495.46,6498.75,6448.12,63.81,-0.01
685,2016-12-16,6495.46,6471.3,6505.6,6422.53,129.68,0.37
686,2016-12-15,6471.52,6361.46,6471.52,6361.46,112.15,1.73
687,2016-12-14,6361.46,6412.96,6418.24,6354.62,142.21,-0.8
688,2016-12-13,6412.96,6395.02,6432.02,6388.36,75.69,0.28
689,2016-12-12,6395.02,6440.05,6440.05,6357.64,73.75,-0.7
690,2016-12-09,6440.05,6395.98,6443.98,6370.05,191.44,0.69
691,2016-12-08,6395.98,6297.77,6395.98,6293.75,97.26,1.59
692,2016-12-07,6295.95,6270.64,6324.59,6261.52,101.51,0.4
693,2016-12-06,6270.64,6232.3,6270.64,6188.47,99.06,0.62
694,2016-12-05,6232.3,6174.46,6265.74,6174.46,60.51,0.94
695,2016-12-02,6174.46,6188.13,6196.61,6144.94,75.62,-0.22
696,2016-12-01,6188.13,6214.29,6214.69,6162.8,100.61,-0.45
697,2016-11-30,6215.8,6224.19,6268.16,6213.39,318.42,-0.13
698,2016-11-29,6224.19,6208.45,6234.41,6167.89,84.28,0.25
699,2016-11-28,6208.45,6279.69,6284.95,6196.7,57.43,-1.13
700,2016-11-25,6279.69,6292.89,6304.29,6269.9,52.36,-0.21
701,2016-11-24,6292.89,6252.18,6303.33,6252.18,29.4,0.65
702,2016-11-23,6252.18,6274.22,6305.6,6226.42,63.68,-0.35
703,2016-11-22,6274.22,6258.77,6331.04,6258.77,54.75,0.25
704,2016-11-21,6258.7,6294.21,6328.51,6228.88,72.2,-0.56
705,2016-11-18,6294.21,6276.43,6307.25,6270.02,93.96,0.28
706,2016-11-17,6276.43,6179.16,6276.43,6110.96,89.56,1.57
707,2016-11-16,6179.16,6259.19,6288.6,6168.36,132.66,-1.28
708,2016-11-15,6259.19,6277.51,6310.62,6239.22,133.03,-0.29
709,2016-11-14,6277.51,6215.77,6301.55,6215.77,102.62,0.99
710,2016-11-11,6215.77,6229.69,6282.69,6205.81,127.13,-0.22
711,2016-11-10,6229.69,6231.44,6378.32,6215.89,119.71,-0.03
712,2016-11-09,6231.52,6086.88,6244.16,5980.89,110.91,2.38
713,2016-11-08,6086.88,6029.76,6107.22,6029.76,64.26,0.95
714,2016-11-07,6029.76,5919.05,6064.68,5919.05,71.89,1.87
715,2016-11-04,5919.05,5923.12,5941.82,5883.43,48.31,-0.07
716,2016-11-03,5923.12,5908.27,5950.13,5887.62,102,0.23
717,2016-11-02,5909.4,5866.34,5933.43,5866.34,62.37,0.73
718,2016-11-01,5866.34,5912.77,5925.28,5850.89,43.3,-0.79
719,2016-10-31,5912.77,5932.18,5940.67,5900.57,84.19,-0.33
720,2016-10-28,5932.18,5921.46,5936.12,5871.43,138.78,0.18
721,2016-10-27,5921.46,5962.44,5988.98,5894.26,111.44,-0.69
722,2016-10-26,5962.44,5969.85,5971.71,5918.73,47.63,-0.12
723,2016-10-25,5969.85,6035.26,6057.33,5963.63,69.39,-1.08
724,2016-10-24,6035.26,6035.81,6088.33,6015.36,64.26,-0.01
725,2016-10-21,6035.81,6055.3,6079,6023.47,103.16,-0.32
726,2016-10-20,6055.3,6000.14,6055.52,6000.14,361.63,0.92
727,2016-10-19,6000.14,6006.38,6006.38,5954.7,127.05,-0.1
728,2016-10-18,6006.38,5894.56,6006.38,5888.95,91.08,1.9
729,2016-10-17,5894.56,5907.81,5907.81,5851.67,67.98,-0.22
730,2016-10-14,5907.81,5813.76,5916.82,5813.76,70.86,1.62
731,2016-10-13,5813.76,5827,5827,5769.1,67.31,-0.26
732,2016-10-12,5828.83,5857.33,5886.52,5828.83,54.87,-0.49
733,2016-10-11,5857.33,5869.66,5903.79,5843.98,72.26,-0.21
734,2016-10-10,5869.66,5839.16,5876.72,5796.46,28.13,0.52
735,2016-10-07,5839.16,5983.65,5983.65,5836.15,51.19,-2.41
736,2016-10-06,5983.65,6017.13,6017.13,5972.53,62.72,-0.59
737,2016-10-05,6019.24,6066.11,6066.11,6002.64,48.94,-0.77
738,2016-10-04,6066.11,6032.71,6118.26,6027.58,50.47,0.55
739,2016-10-03,6032.71,6034.83,6050.11,6014.52,48.37,-0.04
740,2016-09-30,6034.83,5998.05,6034.83,5898.99,137.25,0.61
741,2016-09-29,5998.05,6035.9,6063.91,5982.72,36.6,-0.68
742,2016-09-28,6039.39,5990.69,6068.11,5988.65,67.23,0.81
